"Ranking","Rangking.Provinsi","Nilai.Total","NPSN","Sekolah","Provinsi","Kab.Kota","Jenis"
767,150,517.944,"20222311","SMAN 6 CIREBON","JAWA BARAT","KOTA CIREBON","SMA"
768,8,517.899,"30300239","SMAN 1 MARTAPURA","KALIMANTAN SELATAN","KAB. BANJAR","SMA"
769,151,517.892,"20203739","SMAN 1 CIANJUR","JAWA BARAT","KAB. CIANJUR","SMA"
770,143,517.888,"20328398","SMAS KRISTEN 1 SIDOMUKTI","JAWA TENGAH","KOTA SALATIGA","SMA"
771,9,517.843,"30304280","SMAN 1 BANJARMASIN","KALIMANTAN SELATAN","KOTA BANJARMASIN","SMA"
772,144,517.839,"20313028","SMAN 2 SRAGEN","JAWA TENGAH","KAB. SRAGEN","SMA"
773,116,517.758,"20519303","SMAN 1 BANGIL","JAWA TIMUR","KAB. PASURUAN","SMA"
774,16,517.751,"50102568","SMAN 1 BANGLI","BALI","KAB. BANGLI","SMA"
775,58,517.657,"20363271","MAS ALI MAKSUM","DI YOGYAKARTA","KAB. BANTUL","MA"
776,114,517.553,"20102210","SMAN 46 JAKARTA","DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
777,59,517.478,"20400389","SMA NEGERI 3 BANTUL","DI YOGYAKARTA","KAB. BANTUL","SMA"
778,17,517.467,"50103120","SMAN 7 DENPASAR","BALI","KOTA DENPASAR","SMA"
779,145,517.444,"20302168","SMAN 4 PURWOKERTO","JAWA TENGAH","KAB. BANYUMAS","SMA"
780,115,517.429,"20109516","SMAS INTERNATIONAL ISLAMIC HIGH SCHOOL (IIHS)","DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
781,146,517.388,"20327979","SMAS MTA SURAKARTA","JAWA TENGAH","KOTA SURAKARTA","SMA"
782,116,517.321,"20100212","SMAN 35 JAKARTA","DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
783,147,517.314,"20363083","MAS MAAHID","JAWA TENGAH","KAB. KUDUS","MA"
784,152,517.22,"20221590","SMAS MARDI YUANA","JAWA BARAT","KOTA SUKABUMI","SMA"
785,60,517.194,"20403151","SMAS BUDYA WACANA","DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
786,6,517.109,"10901003","SMAN 1 MANGGAR","KEPULAUAN BANGKA BELITUNG","KAB. BELITUNG TIMUR","SMA"
787,61,517.099,"20401160","SMAN 1 GAMPING","DI YOGYAKARTA","KAB. SLEMAN","SMA"
788,3,517.073,"69766210","SMAN 10 KAUR (PENTAGON)","BENGKULU","KAB. KAUR","SMA"
789,117,517.052,"20107322","SMAS PANGUDI LUHUR JAKARTA","DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
790,117,516.894,"20534383","SMAN 7 KEDIRI","JAWA TIMUR","KOTA KEDIRI","SMA"
791,153,516.836,"20237987","SMAN 1 CIKARANG PUSAT","JAWA BARAT","KAB. BEKASI","SMA"
792,118,516.832,"20532261","SMAN 7 SURABAYA","JAWA TIMUR","KOTA SURABAYA","SMA"
793,119,516.825,"20533639","SMAN 7","JAWA TIMUR","KOTA MALANG","SMA"
794,148,516.759,"20332522","SMA KRISTEN TERANG BANGSA","JAWA TENGAH","KOTA SEMARANG","SMA"
795,149,516.686,"20303246","SMAN 2 PURBALINGGA","JAWA TENGAH","KAB. PURBALINGGA","SMA"
796,1,516.641,"30201848","SMAN 1 PANGKALAN BUN","KALIMANTAN TENGAH","KAB. KOTAWARINGIN BARAT","SMA"
797,62,516.637,"P9908270","PKBM HOME SCHOOLING PRIMAGAMA","DI YOGYAKARTA","KOTA YOGYAKARTA","PKBM"
798,154,516.614,"20252020","SMA IIBS","JAWA BARAT","KAB. BEKASI","SMA"
799,8,516.534,"69830525","SMA KEBANGSAAN","LAMPUNG","KAB. LAMPUNG SELATAN","SMA"
800,155,516.517,"20215991","SMAN 1 SINDANG","JAWA BARAT","KAB. INDRAMAYU","SMA"
801,63,516.459,"69946713","SMA ISLAM AL AZHAR 9 YOGYAKARTA","DI YOGYAKARTA","KAB. SLEMAN","SMA"
802,44,516.404,"20606289","SMAN 1 CILEGON","BANTEN","KOTA CILEGON","SMA"
803,150,516.403,"20310418","SMAN 1 TAWANGSARI","JAWA TENGAH","KAB. SUKOHARJO","SMA"
804,11,516.389,"69761840","SMAS Islam Bunga Bangsa","KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
805,64,516.374,"20400373","SMA NEGERI 1 SANDEN","DI YOGYAKARTA","KAB. BANTUL","SMA"
806,151,516.314,"20306811","SMK NEGERI 1 WONOSOBO","JAWA TENGAH","KAB. WONOSOBO","SMK"
807,65,516.295,"20403182","SMAS BOPKRI 2","DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
808,118,516.276,"69967066","SMAIT Buahati Islamic School","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
809,20,516.272,"10303781","SMAN 1 SOLOK","SUMATERA BARAT","KOTA SOLOK","SMA"
810,156,516.266,"20219720","SMAS DARUL HIKAM BANDUNG","JAWA BARAT","KOTA BANDUNG","SMA"
811,152,516.245,"20306172","SMAN 6 PURWOREJO","JAWA TENGAH","KAB. PURWOREJO","SMA"
812,120,516.217,"20532243","SMAN 10 SURABAYA","JAWA TIMUR","KOTA SURABAYA","SMA"
813,153,516.2,"20302183","SMAN 1 JATILAWANG","JAWA TENGAH","KAB. BANYUMAS","SMA"
814,4,516.062,"10107309","SMAS FATIH BILINGUAL SCHOOL","ACEH","KOTA BANDA ACEH","SMA"
815,121,516.053,"20584134","MAN 1 BLITAR","JAWA TIMUR","KAB. BLITAR","MA"
816,154,516.039,"20320241","SMA NEGERI 2 UNGARAN","JAWA TENGAH","KAB. SEMARANG","SMA"
817,66,516.02,"20403280","SMKN 2 YOGYAKARTA","DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
818,155,515.978,"20300732","SMA NEGERI 1 MAJENANG","JAWA TENGAH","KAB. CILACAP","SMA"
819,5,515.925,"30105466","SMAN 3 SINGKAWANG","KALIMANTAN BARAT","KOTA SINGKAWANG","SMA"
820,156,515.865,"69943795","SMA Islam Al Azhar 15","JAWA TENGAH","KOTA SEMARANG","SMA"
821,157,515.862,"20277242","MAS PUTRI PUI TALAGA","JAWA BARAT","KAB. MAJALENGKA","MA"
822,67,515.842,"20403295","SMKN 7 YOGYAKARTA","DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
823,3,515.74,"50204515","SMAN 5 MATARAM","NUSA TENGGARA BARAT","KOTA MATARAM","SMA"
824,21,515.723,"10307309","SMAN 1 PARIAMAN","SUMATERA BARAT","KOTA PARIAMAN","SMA"
825,157,515.681,"20318318","SMK NEGERI 3 JEPARA","JAWA TENGAH","KAB. JEPARA","SMK"
826,158,515.678,"20312172","SMAN KEBAKKRAMAT","JAWA TENGAH","KAB. KARANGANYAR","SMA"
827,22,515.664,"10303467","SMAS DON BOSCO","SUMATERA BARAT","KOTA PADANG","SMA"
828,159,515.639,"20362931","MAN 1 JEPARA","JAWA TENGAH","KAB. JEPARA","MA"
829,18,515.638,"50102366","SMAN 1 SEMARAPURA","BALI","KAB. KLUNGKUNG","SMA"
830,119,515.603,"20107289","SMA CHARITAS","DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
831,122,515.591,"20532146","SMAS KATOLIK STELLA MARIS","JAWA TIMUR","KOTA SURABAYA","SMA"
832,68,515.501,"20407373","SMKS INDONESIA YOGYAKARTA","DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
833,123,515.489,"20538394","SMAN 1 KERTOSONO","JAWA TIMUR","KAB. NGANJUK","SMA"
834,2,515.453,"69980514","MAN INSAN CENDEKIA KOTA PALU","SULAWESI TENGAH","KOTA PALU","MA"
835,12,515.401,"30401058","SMA Negeri 3 Samarinda","KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
836,120,515.353,"20100223","SMAN 27 JAKARTA","DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
837,121,515.343,"20103300","SMAN 88 JAKARTA","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
838,160,515.314,"20301902","SMKS TELEKOMUNIKASI SANDHY PUTRA PURWOKERTO","JAWA TENGAH","KAB. BANYUMAS","SMK"
839,45,515.301,"20603346","SMAS ISLAMIC VILLAGE","BANTEN","KAB. TANGERANG","SMA"
840,122,515.289,"20103305","SMAN 64 JAKARTA","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
841,17,515.268,"10404015","SMA NEGERI 4 PEKANBARU","RIAU","KOTA PEKANBARU","SMA"
842,158,515.217,"20219257","SMAN 10 BANDUNG","JAWA BARAT","KOTA BANDUNG","SMA"
843,9,515.198,"10807030","SMA S FRANSISCUS","LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
844,23,515.185,"10307525","SMAN 3 BUKITTINGGI","SUMATERA BARAT","KOTA BUKITTINGGI","SMA"
845,8,515.124,"69814064","SMAS KRISTEN 2 RANTEPAO","SULAWESI SELATAN","KAB. TORAJA UTARA","SMA"
846,69,515.085,"20402116","SMAN 1 SEMIN","DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMA"
847,10,514.999,"30315550","MAN 2 HULU SUNGAI UTARA","KALIMANTAN SELATAN","KAB. HULU SUNGAI UTARA","MA"
848,70,514.964,"20404175","SMAS PANGUDI LUHUR","DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
849,161,514.963,"20309526","SMKN 2 KLATEN","JAWA TENGAH","KAB. KLATEN","SMK"
850,24,514.897,"10263753","MAS KMI DINIYAH PUTERI","SUMATERA BARAT","KOTA PADANG PANJANG","MA"
851,162,514.877,"20311331","SMAN 2 WONOGIRI","JAWA TENGAH","KAB. WONOGIRI","SMA"
852,13,514.865,"30401066","SMA Negeri 1 Samarinda","KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
853,25,514.858,"10307524","SMAN 2 BUKITTINGGI","SUMATERA BARAT","KOTA BUKITTINGGI","SMA"
854,159,514.702,"20257102","SMAS IT THORIQ BIN ZIYAD","JAWA BARAT","KAB. BEKASI","SMA"
855,123,514.693,"20103312","SMAN 51 JAKARTA","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
856,124,514.675,"20103287","SMAN 11 JAKARTA","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
857,163,514.663,"20318337","SMA NEGERI 1 WELAHAN","JAWA TENGAH","KAB. JEPARA","SMA"
858,7,514.621,"10900238","SMAN 1 BELINYU","KEPULAUAN BANGKA BELITUNG","KAB. BANGKA","SMA"
859,71,514.616,"20403146","SMAS STELLA DUCE 2","DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
860,164,514.6,"20300729","SMA NEGERI 1 SIDAREJA","JAWA TENGAH","KAB. CILACAP","SMA"
861,165,514.591,"20326490","SMAN 1 BUMIAYU","JAWA TENGAH","KAB. BREBES","SMA"
862,1,514.583,"30401697","SMAN 1 TARAKAN","KALIMANTAN UTARA","KOTA TARAKAN","SMA"
863,125,514.575,"20177928","MAN 13 JAKARTA","DKI JAKARTA","KOTA JAKARTA SELATAN","MA"
864,8,514.568,"11000382","SMKN 1 BATAM","KEPULAUAN RIAU","KOTA BATAM","SMK"
865,2,514.554,"60103098","SMAN SIWALIMA AMBON","MALUKU","KOTA AMBON","SMA"
866,126,514.467,"20101500","SMKN 42 JAKARTA","DKI JAKARTA","KOTA JAKARTA BARAT","SMK"
867,124,514.466,"20503407","SMA NEGERI NGORO","JAWA TIMUR","KAB. JOMBANG","SMA"
868,125,514.464,"20535465","UPT SMA NEGERI 2 PASURUAN","JAWA TIMUR","KOTA PASURUAN","SMA"
869,160,514.427,"20221587","SMAS PESANTREN TERPADU HAYATAN THAYYIBAH","JAWA BARAT","KOTA SUKABUMI","SMA"
870,19,514.417,"50103122","SMAN 5 DENPASAR","BALI","KOTA DENPASAR","SMA"
871,46,514.404,"20613785","SMAN 23 KABUPATEN TANGERANG","BANTEN","KAB. TANGERANG","SMA"
872,161,514.35,"20206227","SMAN 1 CISARUA","JAWA BARAT","KAB. BANDUNG BARAT","SMA"
873,162,514.349,"69874079","SMA REGINA CAELI","JAWA BARAT","KAB. BOGOR","SMA"
874,126,514.292,"20503415","SMA NEGERI 1 JOMBANG","JAWA TIMUR","KAB. JOMBANG","SMA"
875,166,514.274,"20339022","SMA NEGERI 1 TAYU","JAWA TENGAH","KAB. PATI","SMA"
876,72,514.22,"20401136","SMKN 1 TEMPEL","DI YOGYAKARTA","KAB. SLEMAN","SMK"
877,8,514.21,"10901019","SMAN 1 KELAPA KAMPIT","KEPULAUAN BANGKA BELITUNG","KAB. BELITUNG TIMUR","SMA"
878,20,514.184,"50103126","SMAN 2 DENPASAR","BALI","KOTA DENPASAR","SMA"
879,127,514.088,"20101604","SMAN 57 JAKARTA","DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
880,3,514.077,"40203776","SMAN MODEL TERPADU MADANI","SULAWESI TENGAH","KOTA PALU","SMA"
881,127,514.009,"20534408","SMKN 2 KEDIRI","JAWA TIMUR","KOTA KEDIRI","SMK"
882,163,513.993,"20219775","SMAS PLUS MUTHAHHARI","JAWA BARAT","KOTA BANDUNG","SMA"
883,128,513.891,"69856217","SMA PEMBANGUNAN JAYA 2","JAWA TIMUR","KAB. SIDOARJO","SMA"
884,164,513.848,"20219141","SMKN 7 BANDUNG","JAWA BARAT","KOTA BANDUNG","SMK"
885,165,513.842,"20219235","SMAN 17 BANDUNG","JAWA BARAT","KOTA BANDUNG","SMA"
886,129,513.838,"20580048","MAN 2 KOTA MADIUN","JAWA TIMUR","KOTA MADIUN","MA"
887,73,513.784,"20401128","SMAN 1 NGEMPLAK","DI YOGYAKARTA","KAB. SLEMAN","SMA"
888,130,513.774,"20501700","SMAN 4 SIDOARJO","JAWA TIMUR","KAB. SIDOARJO","SMA"
889,14,513.714,"30401785","SMAN 2 BONTANG","KALIMANTAN TIMUR","KOTA BONTANG","SMA"
890,128,513.701,"20101621","SMAN 23 JAKARTA","DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
891,167,513.65,"20326488","SMAN 1 BREBES","JAWA TENGAH","KAB. BREBES","SMA"
892,166,513.606,"20270720","SMAS ISLAM HASMI","JAWA BARAT","KAB. BOGOR","SMA"
893,6,513.589,"69976449","MAN INSAN CENDEKIA SAMBAS","KALIMANTAN BARAT","KAB. SAMBAS","MA"
894,74,513.535,"20401193","SMKN 1 DEPOK","DI YOGYAKARTA","KAB. SLEMAN","SMK"
895,75,513.476,"20400374","SMA NEGERI 1 PUNDONG","DI YOGYAKARTA","KAB. BANTUL","SMA"
896,131,513.472,"20580301","MAS MUHAMMADIYAH 1 JEMBER","JAWA TIMUR","KAB. JEMBER","MA"
897,4,513.421,"50202522","SMAN 1 SELONG","NUSA TENGGARA BARAT","KAB. LOMBOK TIMUR","SMA"
898,168,513.392,"20331830","SMKS FARMASI NASIONAL SURAKARTA","JAWA TENGAH","KOTA SURAKARTA","SMK"
899,169,513.357,"20318339","SMA NEGERI 1 PECANGAAN","JAWA TENGAH","KAB. JEPARA","SMA"
900,170,513.224,"20328448","SMAN 2 SALATIGA","JAWA TENGAH","KOTA SALATIGA","SMA"
901,132,513.197,"20534308","SMAS AR RISALAH","JAWA TIMUR","KOTA KEDIRI","SMA"
902,76,513.158,"20401137","SMKN 1 GODEAN","DI YOGYAKARTA","KAB. SLEMAN","SMK"
903,133,513.141,"20532167","SMAS LUQMAN AL HAKIM","JAWA TIMUR","KOTA SURABAYA","SMA"
904,7,513.092,"30101943","SMAN 1 SANGGAU","KALIMANTAN BARAT","KAB. SANGGAU","SMA"
905,18,513.026,"10403425","SMAN 1 TUALANG","RIAU","KAB. SIAK","SMA"
906,171,513.014,"20328460","SMKN 2 SALATIGA","JAWA TENGAH","KOTA SALATIGA","SMK"
907,9,512.963,"40307392","SMAN 5 MAKASSAR","SULAWESI SELATAN","KOTA MAKASSAR","SMA"
908,4,512.95,"10700669","SMAN 1 REJANG LEBONG","BENGKULU","KAB. REJANG LEBONG","SMA"
909,172,512.941,"20330335","SMKN 2 KEBUMEN","JAWA TENGAH","KAB. KEBUMEN","SMK"
910,167,512.935,"20280328","MAS PERSIS TAROGONG","JAWA BARAT","KAB. GARUT","MA"
911,47,512.904,"20623275","MAN 2 KOTA SERANG","BANTEN","KOTA SERANG","MA"
912,129,512.892,"20103280","SMAN 36 JAKARTA","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
913,134,512.844,"20523826","SMAN 4 JEMBER","JAWA TIMUR","KAB. JEMBER","SMA"
914,168,512.835,"20200601","SMAN 1 LEUWILIANG","JAWA BARAT","KAB. BOGOR","SMA"
915,15,512.818,"30401059","SMA Negeri 2 Samarinda","KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
916,10,512.778,"10609706","SMA XAVERIUS 03 PALEMBANG","SUMATERA SELATAN","KOTA PALEMBANG","SMA"
917,169,512.765,"20208419","SMAN 1 SUMEDANG","JAWA BARAT","KAB. SUMEDANG","SMA"
918,130,512.751,"20100779","SMAN 75 JAKARTA","DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
919,170,512.75,"20206208","SMAN 1 PADALARANG","JAWA BARAT","KAB. BANDUNG BARAT","SMA"
920,48,512.728,"69893966","SMA GLOBAL ISLAMIC SCHOOL 2","BANTEN","KOTA TANGERANG SELATAN","SMA"
921,171,512.707,"20251793","SMAN 1 CILEUNYI","JAWA BARAT","KAB. BANDUNG","SMA"
922,26,512.659,"10303504","SMAN 7 PADANG","SUMATERA BARAT","KOTA PADANG","SMA"
923,49,512.656,"20603164","SMAS DAAR EL QOLAM","BANTEN","KAB. TANGERANG","SMA"
924,173,512.631,"20325258","SMKN 1 SLAWI","JAWA TENGAH","KAB. TEGAL","SMK"
925,20,512.529,"10219919","SMAS HARAPAN 3 DELI TUA","SUMATERA UTARA","KAB. DELI SERDANG","SMA"
926,172,512.519,"20223068","SMAS PANGUDI LUHUR II","JAWA BARAT","KOTA BEKASI","SMA"
927,135,512.502,"20584790","MAN 2 TULUNGAGUNG","JAWA TIMUR","KAB. TULUNGAGUNG","MA"
928,19,512.496,"10497348","SMK KEHUTANAN NEGERI PEKANBARU","RIAU","KOTA PEKANBARU","SMK"
929,173,512.495,"20219237","SMAN 16 BANDUNG","JAWA BARAT","KOTA BANDUNG","SMA"
930,136,512.366,"20541242","SMAN 1 SUMBERREJO","JAWA TIMUR","KAB. BOJONEGORO","SMA"
931,50,512.282,"69859757","SMA INSAN RABBANY","BANTEN","KOTA TANGERANG SELATAN","SMA"
932,77,512.275,"20402089","SMKN 2 WONOSARI","DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMK"
933,174,512.203,"20338920","SMK NEGERI 1 SRAGI","JAWA TENGAH","KAB. PEKALONGAN","SMK"
934,137,512.183,"60726350","SMAS PLUS AL FATIMAH","JAWA TIMUR","KAB. BOJONEGORO","SMA"
935,131,512.152,"20177927","MAN 7 JAKARTA","DKI JAKARTA","KOTA JAKARTA SELATAN","MA"
936,138,512.148,"20519328","SMAS AL - MA HADUL ISLAMI BEJI","JAWA TIMUR","KAB. PASURUAN","SMA"
937,11,512.142,"10603865","SMA NEGERI 01 PALEMBANG","SUMATERA SELATAN","KOTA PALEMBANG","SMA"
938,51,512.137,"20606271","SMAN 2 KRAKATAU STEEL CILEGON","BANTEN","KOTA CILEGON","SMA"
939,139,512.111,"20520821","SMAN 1 LUMAJANG","JAWA TIMUR","KAB. LUMAJANG","SMA"
940,140,512.099,"20584211","MAN 1 MALANG","JAWA TIMUR","KAB. MALANG","MA"
941,175,512.056,"20362426","SMAS ISLAM AL-AZHAR SOLO BARU","JAWA TENGAH","KAB. SUKOHARJO","SMA"
942,174,512.043,"20276187","SMAN 9 DEPOK","JAWA BARAT","KOTA DEPOK","SMA"
943,132,512.024,"20103282","SMAN 22 JAKARTA","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
944,27,512.021,"10307616","SMKN ANALIS KIMIA PADANG","SUMATERA BARAT","KOTA PADANG","SMK"
945,176,511.95,"20330346","SMAS AL ISLAM 1 SURAKARTA","JAWA TENGAH","KOTA SURAKARTA","SMA"
946,175,511.945,"69954194","SMA ISLAM AL - AZHAR 18 GRAND WISATA","JAWA BARAT","KAB. BEKASI","SMA"
947,177,511.899,"20312189","SMAN 2 KARANGANYAR","JAWA TENGAH","KAB. KARANGANYAR","SMA"
948,178,511.884,"20314864","SMKN 2 BLORA","JAWA TENGAH","KAB. BLORA","SMK"
949,141,511.811,"20580038","MAN KOTA BATU","JAWA TIMUR","KOTA BATU","MA"
950,133,511.799,"20102565","SMAN 86 JAKARTA","DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
951,179,511.794,"20308441","SMAN 1 TERAS","JAWA TENGAH","KAB. BOYOLALI","SMA"
952,142,511.771,"20537011","SMAN 1 KEBOMAS","JAWA TIMUR","KAB. GRESIK","SMA"
953,143,511.765,"20538321","SMAN 1 NGANJUK","JAWA TIMUR","KAB. NGANJUK","SMA"
954,176,511.728,"20280140","MAS DARUL MARHAMAH","JAWA BARAT","KAB. BOGOR","MA"
955,5,511.721,"10102744","SMAN UNGGUL TAPAKTUAN","ACEH","KAB. ACEH SELATAN","SMA"
956,10,511.706,"40306507","SMAS KRISTEN BARANA","SULAWESI SELATAN","KAB. TORAJA UTARA","SMA"
957,20,511.62,"10401526","SMAN 1 RENGAT","RIAU","KAB. INDRAGIRI HULU","SMA"
958,134,511.54,"20107589","SMAS GLOBAL ISLAMIC SCHOOL","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
959,8,511.502,"30105462","SMAS SANTO IGNASIUS SINGKAWANG","KALIMANTAN BARAT","KOTA SINGKAWANG","SMA"
960,180,511.502,"20364919","MAS WATHONIYAH ISLAMIYAH KEBARONGAN","JAWA TENGAH","KAB. BANYUMAS","MA"
961,78,511.438,"20401129","SMAN 1 NGAGLIK","DI YOGYAKARTA","KAB. SLEMAN","SMA"
962,135,511.424,"20101499","SMKN 45 JAKARTA","DKI JAKARTA","KOTA JAKARTA BARAT","SMK"
963,144,511.367,"20532238","SMAN 14 SURABAYA","JAWA TIMUR","KOTA SURABAYA","SMA"
964,177,511.31,"20227827","SMA TERPADU BAITURRAHMAN","JAWA BARAT","KAB. BANDUNG","SMA"
965,10,511.307,"10801972","SMAS SUGAR GROUP B MATARAM","LAMPUNG","KAB. LAMPUNG TENGAH","SMA"
966,5,511.293,"50201391","SMAN 1 PRAYA","NUSA TENGGARA BARAT","KAB. LOMBOK TENGAH","SMA"
967,136,511.28,"20102579","SMKN 6 JAKARTA","DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
968,145,511.254,"20525600","SMAN 2 GENTENG","JAWA TIMUR","KAB. BANYUWANGI","SMA"
969,178,511.228,"20219233","SMAN 26 BANDUNG","JAWA BARAT","KOTA BANDUNG","SMA"
970,137,511.222,"20102215","SMAN 32 JAKARTA","DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
971,11,511.222,"30300697","SMAN 1 PELAIHARI","KALIMANTAN SELATAN","KAB. TANAH LAUT","SMA"
972,179,511.219,"69857938","SMAN 12 KOTA DEPOK","JAWA BARAT","KOTA DEPOK","SMA"
973,146,511.218,"20537286","SMKN 1 BOYOLANGU","JAWA TIMUR","KAB. TULUNGAGUNG","SMK"
974,181,511.194,"20323503","SMA NEGERI 1 WIRADESA","JAWA TENGAH","KAB. PEKALONGAN","SMA"
975,138,511.135,"69977033","SMA Islam Al Azhar 19","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
976,182,511.107,"20321835","SMAN 1 SUKOREJO","JAWA TENGAH","KAB. KENDAL","SMA"
977,79,511.081,"20400375","SMA NEGERI 1 PLERET","DI YOGYAKARTA","KAB. BANTUL","SMA"
978,180,511.075,"69830492","SMA SULTHON AULIA BOARDING SCHOOL","JAWA BARAT","KOTA BEKASI","SMA"
979,183,511.031,"20339018","SMA NEGERI 1 JAKENAN","JAWA TENGAH","KAB. PATI","SMA"
980,184,511.01,"20315660","SMK NEGERI 1 REMBANG","JAWA TENGAH","KAB. REMBANG","SMK"
981,147,510.989,"20554539","SMAS BRAWIJAYA SMART SCHOOL","JAWA TIMUR","KOTA MALANG","SMA"
982,148,510.942,"20532211","SMKN 5 SURABAYA","JAWA TIMUR","KOTA SURABAYA","SMK"
983,139,510.922,"20103791","SMKN 10 JAKARTA","DKI JAKARTA","KOTA JAKARTA TIMUR","SMK"
984,185,510.873,"20321974","SMAN 1 BOJA","JAWA TENGAH","KAB. KENDAL","SMA"
985,186,510.856,"20327971","SMAN 6 SURAKARTA","JAWA TENGAH","KOTA SURAKARTA","SMA"
986,140,510.856,"20103313","SMAN 50 JAKARTA","DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
987,11,510.826,"40311889","SMAN 2 MAKASSAR","SULAWESI SELATAN","KOTA MAKASSAR","SMA"
988,149,510.71,"20533610","SMAS LABORATORIUM UM","JAWA TIMUR","KOTA MALANG","SMA"
989,80,510.666,"20411874","SMA ALI MAKSUM","DI YOGYAKARTA","KAB. BANTUL","SMA"
990,187,510.625,"20311332","SMAN 1 WURYANTORO","JAWA TENGAH","KAB. WONOGIRI","SMA"
991,150,510.62,"20527237","SMAN 3 PAMEKASAN","JAWA TIMUR","KAB. PAMEKASAN","SMA"
992,21,510.618,"10498808","MAN 1 PEKANBARU","RIAU","KOTA PEKANBARU","MA"
993,141,510.589,"20107305","SMA ISLAM AL-AZHAR 2 JAKARTA","DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
994,12,510.575,"30315148","MAN 1 TAPIN","KALIMANTAN SELATAN","KAB. TAPIN","MA"
995,21,510.536,"10210743","SMAS KRISTEN KALAM KUDUS","SUMATERA UTARA","KOTA MEDAN","SMA"
996,21,510.532,"50105600","MAN 1 JEMBRANA","BALI","KAB. JEMBRANA","MA"
997,151,510.524,"20542523","SMK NEGERI 1 POGALAN","JAWA TIMUR","KAB. TRENGGALEK","SMK"
998,181,510.518,"20220337","SMAN 8 BOGOR","JAWA BARAT","KOTA BOGOR","SMA"
999,182,510.514,"20238003","SMAS AL - MUSLIM","JAWA BARAT","KAB. BEKASI","SMA"
1000,52,510.509,"20606846","SMAN 4 TANGERANG","BANTEN","KOTA TANGERANG","SMA"
