"Ranking","Gap","NPSN","Sekolah","Nilai.Total","Provinsi","Kab.Kota","Jenis"
977,24,"69757388","SMAS IT RAUDHATUL JANNAH ",512.602,"BANTEN","KOTA CILEGON","SMA"
978,23,"20606850","SMAN 12 TANGERANG",512.6,"BANTEN","KOTA TANGERANG","SMA"
979,22,"20309691","SMKN 1 KLATEN",512.571,"JAWA TENGAH","KAB. KLATEN","SMK"
980,21,"20100802","SMAN 110 JAKARTA",512.557,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
981,20,"20300755","SMA NEGERI 1 DAYEUHLUHUR",512.555,"JAWA TENGAH","KAB. CILACAP","SMA"
982,19,"20533816","SMKN 4 MALANG",512.535,"JAWA TIMUR","KOTA MALANG","SMK"
983,18,"20623136","SMAS ISLAM TERPADU ALIA TANGERANG",512.523,"BANTEN","KAB. TANGERANG","SMA"
984,17,"20584466","MAN 2 PONOROGO",512.513,"JAWA TIMUR","KAB. PONOROGO","MA"
985,16,"11002256","SMAN 1 BINTAN UTARA",512.46,"KEPULAUAN RIAU","KAB. BINTAN","SMA"
986,15,"20511964","SMAN 1 WATES",512.452,"JAWA TIMUR","KAB. KEDIRI","SMA"
987,14,"20400372","SMA NEGERI 1 SEDAYU",512.411,"DI YOGYAKARTA","KAB. BANTUL","SMA"
988,13,"20302129","SMKN 2 PURWOKERTO",512.36,"JAWA TENGAH","KAB. BANYUMAS","SMK"
989,12,"20315695","SMA NEGERI 1 LASEM",512.36,"JAWA TENGAH","KAB. REMBANG","SMA"
990,11,"10404299","SMAS SANTO TARCISIUS",512.284,"RIAU","KOTA DUMAI","SMA"
991,10,"20329509","SMA Negeri 4 Pekalongan",512.214,"JAWA TENGAH","KOTA PEKALONGAN","SMA"
992,9,"20517767","SMKN 1 TUREN",512.208,"JAWA TIMUR","KAB. MALANG","SMK"
993,8,"20211565","SMAN 1 CIAMIS",512.181,"JAWA BARAT","KAB. CIAMIS","SMA"
994,123,"20613785","SMAN 23 KABUPATEN TANGERANG",512.155,"BANTEN","KAB. TANGERANG","SMA"
995,6,"20331953","SMAS MUHAMMADIYAH WONOSOBO",512.143,"JAWA TENGAH","KAB. WONOSOBO","SMA"
996,5,"20314882","SMAN 1 NGAWEN",512.127,"JAWA TENGAH","KAB. BLORA","SMA"
997,4,"20326436","SMAN 2 BREBES",512.108,"JAWA TENGAH","KAB. BREBES","SMA"
998,3,"10303691","SMAN 1 SAWAHLUNTO",512.083,"SUMATERA BARAT","KOTA SAWAH LUNTO","SMA"
999,2,"20200602","SMAN 1 PARUNG",512.076,"JAWA BARAT","KAB. BOGOR","SMA"
1000,131,"20221587","SMAS PESANTREN TERPADU HAYATAN THAYYIBAH",512.071,"JAWA BARAT","KOTA SUKABUMI","SMA"
